lat_center,lon_center,x,y,img_id,vegetation_pct,water_pct
-3.90366,-38.46568,44,1,44_01,0.0998,0.5328
-3.90366,-38.46143,45,1,45_01,0.5186,0.0
-3.90366,-38.45717,46,1,46_01,0.2395,0.0
-3.90366,-38.45292,47,1,47_01,0.1726,0.0
-3.89941,-38.65292,0,2,00_02,0.6633,0.0
-3.89941,-38.64866,1,2,01_02,0.6731,0.0
-3.89941,-38.64441,2,2,02_02,0.8256,0.0
-3.89941,-38.64015,3,2,03_02,0.7867,0.0
-3.89941,-38.6359,4,2,04_02,0.9183,0.0
-3.89941,-38.63164,5,2,05_02,0.7304,0.0
-3.89941,-38.62738,6,2,06_02,0.6453,0.0
-3.89941,-38.62313,7,2,07_02,0.4249,0.0
-3.89941,-38.61887,8,2,08_02,0.186,0.0
-3.89941,-38.61462,9,2,09_02,0.2134,0.0
-3.89941,-38.61036,10,2,10_02,0.1197,0.0
-3.89941,-38.60611,11,2,11_02,0.5962,0.0
-3.89941,-38.60185,12,2,12_02,0.6397,0.0
-3.89941,-38.5976,13,2,13_02,0.7207,0.0
-3.89941,-38.59334,14,2,14_02,0.8817,0.0
-3.89941,-38.58909,15,2,15_02,0.7389,0.0
-3.89941,-38.58483,16,2,16_02,0.375,0.0
-3.89941,-38.58058,17,2,17_02,0.5248,0.0
-3.89941,-38.57632,18,2,18_02,0.6319,0.0
-3.89941,-38.57207,19,2,19_02,0.7246,0.0
-3.89941,-38.56781,20,2,20_02,0.7469,0.0
-3.89941,-38.56355,21,2,21_02,0.7919,0.0
-3.89941,-38.5593,22,2,22_02,0.6665,0.0
-3.89941,-38.55504,23,2,23_02,0.7941,0.0
-3.89941,-38.55079,24,2,24_02,0.905,0.0
-3.89941,-38.54653,25,2,25_02,0.7968,0.0
-3.89941,-38.54228,26,2,26_02,0.3108,0.0
-3.89941,-38.53802,27,2,27_02,0.615,0.0
-3.89941,-38.53377,28,2,28_02,0.802,0.0
-3.89941,-38.52951,29,2,29_02,0.5985,0.0159
-3.89941,-38.52526,30,2,30_02,0.3003,0.0
-3.89941,-38.521,31,2,31_02,0.0148,0.0
-3.89941,-38.51675,32,2,32_02,0.055,0.0
-3.89941,-38.51249,33,2,33_02,0.0839,0.0
-3.89941,-38.50824,34,2,34_02,0.2091,0.0
-3.89941,-38.50398,35,2,35_02,0.2099,0.0
-3.89941,-38.49973,36,2,36_02,0.2485,0.0
-3.89941,-38.49547,37,2,37_02,0.2667,0.0
-3.89941,-38.49121,38,2,38_02,0.2111,0.0
-3.89941,-38.48696,39,2,39_02,0.1282,0.0
-3.89941,-38.4827,40,2,40_02,0.1954,0.1593
-3.89941,-38.47845,41,2,41_02,0.1579,0.0
-3.89941,-38.47419,42,2,42_02,0.2279,0.3427
-3.89941,-38.46994,43,2,43_02,0.0967,0.608
-3.89941,-38.46568,44,2,44_02,0.3085,0.2677
-3.89941,-38.46143,45,2,45_02,0.3851,0.0
-3.89941,-38.45717,46,2,46_02,0.0999,0.0
-3.89941,-38.45292,47,2,47_02,0.1181,0.0
-3.89515,-38.65292,0,3,00_03,0.7584,0.0
-3.89515,-38.64866,1,3,01_03,0.6908,0.0
-3.89515,-38.64441,2,3,02_03,0.548,0.0
-3.89515,-38.64015,3,3,03_03,0.7895,0.0
-3.89515,-38.6359,4,3,04_03,0.8715,0.0
-3.89515,-38.63164,5,3,05_03,0.8753,0.0
-3.89515,-38.62738,6,3,06_03,0.667,0.0
-3.89515,-38.62313,7,3,07_03,0.2188,0.0
-3.89515,-38.61887,8,3,08_03,0.1031,0.0
-3.89515,-38.61462,9,3,09_03,0.2554,0.0
-3.89515,-38.61036,10,3,10_03,0.0772,0.0
-3.89515,-38.60611,11,3,11_03,0.1845,0.0
-3.89515,-38.60185,12,3,12_03,0.5177,0.0
-3.89515,-38.5976,13,3,13_03,0.3371,0.0
-3.89515,-38.59334,14,3,14_03,0.4582,0.0
-3.89515,-38.58909,15,3,15_03,0.8702,0.0
-3.89515,-38.58483,16,3,16_03,0.712,0.0
-3.89515,-38.58058,17,3,17_03,0.8743,0.0
-3.89515,-38.57632,18,3,18_03,0.8171,0.0
-3.89515,-38.57207,19,3,19_03,0.5953,0.0
-3.89515,-38.56781,20,3,20_03,0.6645,0.0
-3.89515,-38.56355,21,3,21_03,0.7121,0.0
-3.89515,-38.5593,22,3,22_03,0.6852,0.0
-3.89515,-38.55504,23,3,23_03,0.8701,0.0
-3.89515,-38.55079,24,3,24_03,0.8032,0.0
-3.89515,-38.54653,25,3,25_03,0.5503,0.0
-3.89515,-38.54228,26,3,26_03,0.496,0.0
-3.89515,-38.53802,27,3,27_03,0.6941,0.0
-3.89515,-38.53377,28,3,28_03,0.6001,0.0
-3.89515,-38.52951,29,3,29_03,0.401,0.0
-3.89515,-38.52526,30,3,30_03,0.0962,0.0
-3.89515,-38.521,31,3,31_03,0.1218,0.0
-3.89515,-38.51675,32,3,32_03,0.0429,0.0
-3.89515,-38.51249,33,3,33_03,0.0409,0.0
-3.89515,-38.50824,34,3,34_03,0.2593,0.0
-3.89515,-38.50398,35,3,35_03,0.2492,0.0
-3.89515,-38.49973,36,3,36_03,0.1139,0.0
-3.89515,-38.49547,37,3,37_03,0.2539,0.024
-3.89515,-38.49121,38,3,38_03,0.1614,0.1396
-3.89515,-38.48696,39,3,39_03,0.1935,0.0
-3.89515,-38.4827,40,3,40_03,0.005,0.0
-3.89515,-38.47845,41,3,41_03,0.0154,0.0
-3.89515,-38.47419,42,3,42_03,0.1071,0.0
-3.89515,-38.46994,43,3,43_03,0.5521,0.0405
-3.89515,-38.46568,44,3,44_03,0.303,0.0
-3.89515,-38.46143,45,3,45_03,0.0149,0.0004
-3.89515,-38.45717,46,3,46_03,0.0308,0.0
-3.89515,-38.45292,47,3,47_03,0.1647,0.0
-3.8909,-38.65292,0,4,00_04,0.3923,0.3231
-3.8909,-38.64866,1,4,01_04,0.6804,0.0022
-3.8909,-38.64441,2,4,02_04,0.2615,0.0
-3.8909,-38.64015,3,4,03_04,0.2025,0.0
-3.8909,-38.6359,4,4,04_04,0.3263,0.0
-3.8909,-38.63164,5,4,05_04,0.4744,0.0
-3.8909,-38.62738,6,4,06_04,0.5004,0.0
-3.8909,-38.62313,7,4,07_04,0.245,0.0
-3.8909,-38.61887,8,4,08_04,0.0646,0.0
-3.8909,-38.61462,9,4,09_04,0.0126,0.0
-3.8909,-38.61036,10,4,10_04,0.0231,0.0
-3.8909,-38.60611,11,4,11_04,0.358,0.0
-3.8909,-38.60185,12,4,12_04,0.4583,0.0
-3.8909,-38.5976,13,4,13_04,0.1711,0.0
-3.8909,-38.59334,14,4,14_04,0.1828,0.0
-3.8909,-38.58909,15,4,15_04,0.6036,0.0
-3.8909,-38.58483,16,4,16_04,0.688,0.0
-3.8909,-38.58058,17,4,17_04,0.5131,0.0
-3.8909,-38.57632,18,4,18_04,0.5575,0.0
-3.8909,-38.57207,19,4,19_04,0.7048,0.0
-3.8909,-38.56781,20,4,20_04,0.8097,0.0
-3.8909,-38.56355,21,4,21_04,0.5932,0.001
-3.8909,-38.5593,22,4,22_04,0.662,0.0
-3.8909,-38.55504,23,4,23_04,0.804,0.0
-3.8909,-38.55079,24,4,24_04,0.7729,0.0
-3.8909,-38.54653,25,4,25_04,0.4961,0.0
-3.8909,-38.54228,26,4,26_04,0.7355,0.0
-3.8909,-38.53802,27,4,27_04,0.4255,0.0
-3.8909,-38.53377,28,4,28_04,0.2686,0.0
-3.8909,-38.52951,29,4,29_04,0.1031,0.0
-3.8909,-38.52526,30,4,30_04,0.1586,0.0
-3.8909,-38.521,31,4,31_04,0.2807,0.0
-3.8909,-38.51675,32,4,32_04,0.0812,0.0
-3.8909,-38.51249,33,4,33_04,0.0497,0.0
-3.8909,-38.50824,34,4,34_04,0.1244,0.0
-3.8909,-38.50398,35,4,35_04,0.152,0.0
-3.8909,-38.49973,36,4,36_04,0.0942,0.0
-3.8909,-38.49547,37,4,37_04,0.3349,0.0
-3.8909,-38.49121,38,4,38_04,0.2603,0.0
-3.8909,-38.48696,39,4,39_04,0.2458,0.0
-3.8909,-38.4827,40,4,40_04,0.1324,0.0
-3.8909,-38.47845,41,4,41_04,0.3695,0.0
-3.8909,-38.47419,42,4,42_04,0.4383,0.0
-3.8909,-38.46994,43,4,43_04,0.4104,0.0
-3.8909,-38.46568,44,4,44_04,0.2071,0.0
-3.8909,-38.46143,45,4,45_04,0.102,0.0
-3.8909,-38.45717,46,4,46_04,0.0696,0.0
-3.8909,-38.45292,47,4,47_04,0.1277,0.0
-3.88664,-38.65292,0,5,00_05,0.0,0.9325
-3.88664,-38.64866,1,5,01_05,0.3197,0.2971
-3.88664,-38.64441,2,5,02_05,0.4514,0.0
-3.88664,-38.64015,3,5,03_05,0.1532,0.0
-3.88664,-38.6359,4,5,04_05,0.1027,0.0
-3.88664,-38.63164,5,5,05_05,0.0169,0.0
-3.88664,-38.62738,6,5,06_05,0.0543,0.0
-3.88664,-38.62313,7,5,07_05,0.082,0.0
-3.88664,-38.61887,8,5,08_05,0.049,0.0
-3.88664,-38.61462,9,5,09_05,0.1774,0.0
-3.88664,-38.61036,10,5,10_05,0.0372,0.0
-3.88664,-38.60611,11,5,11_05,0.1666,0.0
-3.88664,-38.60185,12,5,12_05,0.7554,0.0
-3.88664,-38.5976,13,5,13_05,0.4588,0.0
-3.88664,-38.59334,14,5,14_05,0.3192,0.0
-3.88664,-38.58909,15,5,15_05,0.3456,0.0
-3.88664,-38.58483,16,5,16_05,0.3745,0.0
-3.88664,-38.58058,17,5,17_05,0.1782,0.0
-3.88664,-38.57632,18,5,18_05,0.2425,0.0
-3.88664,-38.57207,19,5,19_05,0.7416,0.0
-3.88664,-38.56781,20,5,20_05,0.7913,0.0
-3.88664,-38.56355,21,5,21_05,0.6725,0.0112
-3.88664,-38.5593,22,5,22_05,0.8065,0.0
-3.88664,-38.55504,23,5,23_05,0.8538,0.0
-3.88664,-38.55079,24,5,24_05,0.8694,0.0
-3.88664,-38.54653,25,5,25_05,0.7389,0.0
-3.88664,-38.54228,26,5,26_05,0.7617,0.0
-3.88664,-38.53802,27,5,27_05,0.469,0.0
-3.88664,-38.53377,28,5,28_05,0.5135,0.0
-3.88664,-38.52951,29,5,29_05,0.0863,0.0
-3.88664,-38.52526,30,5,30_05,0.2431,0.0
-3.88664,-38.521,31,5,31_05,0.3501,0.0
-3.88664,-38.51675,32,5,32_05,0.2598,0.0
-3.88664,-38.51249,33,5,33_05,0.0874,0.0
-3.88664,-38.50824,34,5,34_05,0.0826,0.0
-3.88664,-38.50398,35,5,35_05,0.2357,0.0
-3.88664,-38.49973,36,5,36_05,0.3332,0.0
-3.88664,-38.49547,37,5,37_05,0.2784,0.0
-3.88664,-38.49121,38,5,38_05,0.0845,0.0
-3.88664,-38.48696,39,5,39_05,0.0489,0.0
-3.88664,-38.4827,40,5,40_05,0.2456,0.0
-3.88664,-38.47845,41,5,41_05,0.5955,0.0
-3.88664,-38.47419,42,5,42_05,0.2756,0.0
-3.88664,-38.46994,43,5,43_05,0.2064,0.0
-3.88664,-38.46568,44,5,44_05,0.1978,0.0
-3.88664,-38.46143,45,5,45_05,0.2104,0.0
-3.88664,-38.45717,46,5,46_05,0.2554,0.0
-3.88664,-38.45292,47,5,47_05,0.2323,0.0
-3.88238,-38.65292,0,6,00_06,0.0,1.0
-3.88238,-38.64866,1,6,01_06,0.1634,0.331
-3.88238,-38.64441,2,6,02_06,0.3492,0.0
-3.88238,-38.64015,3,6,03_06,0.293,0.0
-3.88238,-38.6359,4,6,04_06,0.1729,0.0
-3.88238,-38.63164,5,6,05_06,0.076,0.0
-3.88238,-38.62738,6,6,06_06,0.0345,0.0724
-3.88238,-38.62313,7,6,07_06,0.0403,0.0
-3.88238,-38.61887,8,6,08_06,0.0034,0.0
-3.88238,-38.61462,9,6,09_06,0.1273,0.0
-3.88238,-38.61036,10,6,10_06,0.0395,0.0
-3.88238,-38.60611,11,6,11_06,0.2148,0.0
-3.88238,-38.60185,12,6,12_06,0.6908,0.0
-3.88238,-38.5976,13,6,13_06,0.4759,0.0
-3.88238,-38.59334,14,6,14_06,0.3647,0.0
-3.88238,-38.58909,15,6,15_06,0.4873,0.0
-3.88238,-38.58483,16,6,16_06,0.2374,0.0
-3.88238,-38.58058,17,6,17_06,0.3718,0.0
-3.88238,-38.57632,18,6,18_06,0.532,0.0
-3.88238,-38.57207,19,6,19_06,0.7952,0.0
-3.88238,-38.56781,20,6,20_06,0.6976,0.0
-3.88238,-38.56355,21,6,21_06,0.5852,0.0
-3.88238,-38.5593,22,6,22_06,0.7628,0.0
-3.88238,-38.55504,23,6,23_06,0.8772,0.0
-3.88238,-38.55079,24,6,24_06,0.9176,0.0
-3.88238,-38.54653,25,6,25_06,0.9194,0.0
-3.88238,-38.54228,26,6,26_06,0.7539,0.0
-3.88238,-38.53802,27,6,27_06,0.3159,0.0
-3.88238,-38.53377,28,6,28_06,0.2215,0.0
-3.88238,-38.52951,29,6,29_06,0.2172,0.0
-3.88238,-38.52526,30,6,30_06,0.7592,0.0
-3.88238,-38.521,31,6,31_06,0.3907,0.0
-3.88238,-38.51675,32,6,32_06,0.2501,0.0
-3.88238,-38.51249,33,6,33_06,0.1872,0.0
-3.88238,-38.50824,34,6,34_06,0.0881,0.0
-3.88238,-38.50398,35,6,35_06,0.1388,0.0
-3.88238,-38.49973,36,6,36_06,0.0867,0.0
-3.88238,-38.49547,37,6,37_06,0.3444,0.0
-3.88238,-38.49121,38,6,38_06,0.2828,0.0
-3.88238,-38.48696,39,6,39_06,0.0285,0.0
-3.88238,-38.4827,40,6,40_06,0.055,0.0
-3.88238,-38.47845,41,6,41_06,0.2133,0.0
-3.88238,-38.47419,42,6,42_06,0.0802,0.0
-3.88238,-38.46994,43,6,43_06,0.1944,0.0
-3.88238,-38.46568,44,6,44_06,0.2958,0.0
-3.88238,-38.46143,45,6,45_06,0.2042,0.0
-3.88238,-38.45717,46,6,46_06,0.2472,0.0
-3.88238,-38.45292,47,6,47_06,0.222,0.0309
-3.87813,-38.65292,0,7,00_07,0.0074,0.7113
-3.87813,-38.64866,1,7,01_07,0.6244,0.1138
-3.87813,-38.64441,2,7,02_07,0.6269,0.0
-3.87813,-38.64015,3,7,03_07,0.4744,0.0
-3.87813,-38.6359,4,7,04_07,0.2505,0.0
-3.87813,-38.63164,5,7,05_07,0.3281,0.0555
-3.87813,-38.62738,6,7,06_07,0.1026,0.2745
-3.87813,-38.62313,7,7,07_07,0.0419,0.0
-3.87813,-38.61887,8,7,08_07,0.0,0.0
-3.87813,-38.61462,9,7,09_07,0.0079,0.0
-3.87813,-38.61036,10,7,10_07,0.0,0.0
-3.87813,-38.60611,11,7,11_07,0.0427,0.0
-3.87813,-38.60185,12,7,12_07,0.0823,0.0
-3.87813,-38.5976,13,7,13_07,0.0893,0.0
-3.87813,-38.59334,14,7,14_07,0.0751,0.0
-3.87813,-38.58909,15,7,15_07,0.2373,0.0
-3.87813,-38.58483,16,7,16_07,0.2745,0.0
-3.87813,-38.58058,17,7,17_07,0.4921,0.0
-3.87813,-38.57632,18,7,18_07,0.726,0.0
-3.87813,-38.57207,19,7,19_07,0.8172,0.0
-3.87813,-38.56781,20,7,20_07,0.6434,0.0
-3.87813,-38.56355,21,7,21_07,0.6264,0.0
-3.87813,-38.5593,22,7,22_07,0.33,0.2254
-3.87813,-38.55504,23,7,23_07,0.7614,0.1422
-3.87813,-38.55079,24,7,24_07,0.7256,0.0022
-3.87813,-38.54653,25,7,25_07,0.6824,0.0
-3.87813,-38.54228,26,7,26_07,0.8143,0.0
-3.87813,-38.53802,27,7,27_07,0.5609,0.0
-3.87813,-38.53377,28,7,28_07,0.2237,0.0
-3.87813,-38.52951,29,7,29_07,0.3601,0.0
-3.87813,-38.52526,30,7,30_07,0.3773,0.0021
-3.87813,-38.521,31,7,31_07,0.5766,0.0599
-3.87813,-38.51675,32,7,32_07,0.3603,0.008
-3.87813,-38.51249,33,7,33_07,0.2201,0.0
-3.87813,-38.50824,34,7,34_07,0.0431,0.0
-3.87813,-38.50398,35,7,35_07,0.2164,0.0
-3.87813,-38.49973,36,7,36_07,0.2937,0.0
-3.87813,-38.49547,37,7,37_07,0.2568,0.0
-3.87813,-38.49121,38,7,38_07,0.2554,0.0
-3.87813,-38.48696,39,7,39_07,0.0389,0.1467
-3.87813,-38.4827,40,7,40_07,0.2367,0.0
-3.87813,-38.47845,41,7,41_07,0.1028,0.0
-3.87813,-38.47419,42,7,42_07,0.1835,0.0
-3.87813,-38.46994,43,7,43_07,0.1659,0.0
-3.87813,-38.46568,44,7,44_07,0.1432,0.0
-3.87813,-38.46143,45,7,45_07,0.0765,0.0
-3.87813,-38.45717,46,7,46_07,0.1094,0.0
-3.87813,-38.45292,47,7,47_07,0.1036,0.0
-3.87387,-38.65292,0,8,00_08,0.5956,0.0
-3.87387,-38.64866,1,8,01_08,0.772,0.0
-3.87387,-38.64441,2,8,02_08,0.9091,0.0
-3.87387,-38.64015,3,8,03_08,0.863,0.0
-3.87387,-38.6359,4,8,04_08,0.7514,0.0
-3.87387,-38.63164,5,8,05_08,0.5782,0.0
-3.87387,-38.62738,6,8,06_08,0.072,0.0
-3.87387,-38.62313,7,8,07_08,0.0571,0.0
-3.87387,-38.61887,8,8,08_08,0.005,0.0
-3.87387,-38.61462,9,8,09_08,0.0337,0.0
-3.87387,-38.61036,10,8,10_08,0.043,0.0
-3.87387,-38.60611,11,8,11_08,0.1219,0.0
-3.87387,-38.60185,12,8,12_08,0.1361,0.0
-3.87387,-38.5976,13,8,13_08,0.0996,0.0
-3.87387,-38.59334,14,8,14_08,0.0477,0.0
-3.87387,-38.58909,15,8,15_08,0.1025,0.0
-3.87387,-38.58483,16,8,16_08,0.0179,0.0
-3.87387,-38.58058,17,8,17_08,0.3858,0.0
-3.87387,-38.57632,18,8,18_08,0.9147,0.0
-3.87387,-38.57207,19,8,19_08,0.8819,0.0
-3.87387,-38.56781,20,8,20_08,0.898,0.0
-3.87387,-38.56355,21,8,21_08,0.719,0.0
-3.87387,-38.5593,22,8,22_08,0.7017,0.0
-3.87387,-38.55504,23,8,23_08,0.6766,0.0008
-3.87387,-38.55079,24,8,24_08,0.623,0.0
-3.87387,-38.54653,25,8,25_08,0.5978,0.0
-3.87387,-38.54228,26,8,26_08,0.8039,0.0
-3.87387,-38.53802,27,8,27_08,0.6113,0.0
-3.87387,-38.53377,28,8,28_08,0.4985,0.0
-3.87387,-38.52951,29,8,29_08,0.4479,0.0
-3.87387,-38.52526,30,8,30_08,0.128,0.0
-3.87387,-38.521,31,8,31_08,0.2581,0.0098
-3.87387,-38.51675,32,8,32_08,0.1657,0.0727
-3.87387,-38.51249,33,8,33_08,0.1546,0.0054
-3.87387,-38.50824,34,8,34_08,0.0884,0.0
-3.87387,-38.50398,35,8,35_08,0.1562,0.0
-3.87387,-38.49973,36,8,36_08,0.047,0.0
-3.87387,-38.49547,37,8,37_08,0.1779,0.0
-3.87387,-38.49121,38,8,38_08,0.3421,0.0
-3.87387,-38.48696,39,8,39_08,0.2207,0.0
-3.87387,-38.4827,40,8,40_08,0.2601,0.0
-3.87387,-38.47845,41,8,41_08,0.0322,0.0
-3.87387,-38.47419,42,8,42_08,0.1612,0.0
-3.87387,-38.46994,43,8,43_08,0.0424,0.0
-3.87387,-38.46568,44,8,44_08,0.0255,0.0
-3.87387,-38.46143,45,8,45_08,0.0154,0.0
-3.87387,-38.45717,46,8,46_08,0.1115,0.0
-3.87387,-38.45292,47,8,47_08,0.1016,0.0
-3.86962,-38.65292,0,9,00_09,0.281,0.0
-3.86962,-38.64866,1,9,01_09,0.3012,0.0
-3.86962,-38.64441,2,9,02_09,0.6911,0.0
-3.86962,-38.64015,3,9,03_09,0.6236,0.0
-3.86962,-38.6359,4,9,04_09,0.7905,0.0
-3.86962,-38.63164,5,9,05_09,0.6292,0.0
-3.86962,-38.62738,6,9,06_09,0.039,0.0
-3.86962,-38.62313,7,9,07_09,0.0495,0.0
-3.86962,-38.61887,8,9,08_09,0.2576,0.0
-3.86962,-38.61462,9,9,09_09,0.1735,0.0
-3.86962,-38.61036,10,9,10_09,0.2213,0.0
-3.86962,-38.60611,11,9,11_09,0.1213,0.0
-3.86962,-38.60185,12,9,12_09,0.1662,0.0
-3.86962,-38.5976,13,9,13_09,0.4245,0.0
-3.86962,-38.59334,14,9,14_09,0.1873,0.0
-3.86962,-38.58909,15,9,15_09,0.1,0.0
-3.86962,-38.58483,16,9,16_09,0.0453,0.0
-3.86962,-38.58058,17,9,17_09,0.14,0.0
-3.86962,-38.57632,18,9,18_09,0.5123,0.0
-3.86962,-38.57207,19,9,19_09,0.615,0.0
-3.86962,-38.56781,20,9,20_09,0.7693,0.0
-3.86962,-38.56355,21,9,21_09,0.4673,0.0
-3.86962,-38.5593,22,9,22_09,0.4325,0.0
-3.86962,-38.55504,23,9,23_09,0.4929,0.0
-3.86962,-38.55079,24,9,24_09,0.4515,0.0
-3.86962,-38.54653,25,9,25_09,0.8942,0.0001
-3.86962,-38.54228,26,9,26_09,0.8507,0.0
-3.86962,-38.53802,27,9,27_09,0.5774,0.0
-3.86962,-38.53377,28,9,28_09,0.3196,0.0
-3.86962,-38.52951,29,9,29_09,0.2254,0.0
-3.86962,-38.52526,30,9,30_09,0.0837,0.0
-3.86962,-38.521,31,9,31_09,0.0834,0.0
-3.86962,-38.51675,32,9,32_09,0.268,0.1609
-3.86962,-38.51249,33,9,33_09,0.1332,0.1937
-3.86962,-38.50824,34,9,34_09,0.1432,0.0
-3.86962,-38.50398,35,9,35_09,0.2216,0.0
-3.86962,-38.49973,36,9,36_09,0.1155,0.0
-3.86962,-38.49547,37,9,37_09,0.0204,0.0
-3.86962,-38.49121,38,9,38_09,0.1534,0.0
-3.86962,-38.48696,39,9,39_09,0.0966,0.0
-3.86962,-38.4827,40,9,40_09,0.208,0.0
-3.86962,-38.47845,41,9,41_09,0.4815,0.0
-3.86962,-38.47419,42,9,42_09,0.2307,0.0
-3.86962,-38.46994,43,9,43_09,0.0749,0.0
-3.86962,-38.46568,44,9,44_09,0.142,0.0
-3.86962,-38.46143,45,9,45_09,0.1313,0.0
-3.86962,-38.45717,46,9,46_09,0.2859,0.0
-3.86962,-38.45292,47,9,47_09,0.2146,0.0
-3.86536,-38.65292,0,10,00_10,0.229,0.0
